id seccion,nombre seccion,id circuito,nombre circuito,escuela,mesas,desde,hasta,electores,31
19,SAN JAVIER,269,LA PAZ,INST JUAN BAUTISTA ALBERDI - LA PAZ,4,7081,7084,1362,
1,CAPITAL,13A,AYACUCHO,ESC MUNIC DR P CARANDE CARRO - MARTINEZ PAZ 80,4,2563,2566,1361,
13,RIO CUARTO,191,SAN BASILIO,INST JUAN BAUTISTA ALBERDI - BV LORENZO BERARDO 325,4,6324,6327,1358,
12,PUNILLA,152A,VILLA GIARDINO,COL JUANA MICONO DE GIARDIN - AV SAN MARTIN 762,4,5366,5369,1356,
18,SAN ALBERTO,262,MINA CLAVERO,POLICIA FEDERAL ARGENTINA - LA CALERA ESQ LOS CEIBOS,4,6934,6937,1356,
26,UNION,385,ESCALANTE,ESC.M.C.G.DE MATOCCIA - ITALIA 1320,4,8517,8520,1348,
20,SAN JUSTO,280,BALNEARIA,INST JUAN BAUTISTA ALBERDI - BALNEARIA,4,7232,7235,1344,
18,SAN ALBERTO,265A,VILLA SARMIENTO,IPEA 307 - LIBERTAD 250,4,6983,6986,1340,
1,CAPITAL,11F,LOS ROBLES,COL SAN BUENAVENTURA - AV DON BOSCO 5001,4,1914,1917,1335,
4,CRUZ DEL EJE,56,SOTO,INSTITUTO SANTO DOMINGO - SOTO,4,4212,4215,1332,
13,RIO CUARTO,172,HOLMBERG,IPEM N° 125 R SCALABRINI ORTIZ - ,4,5897,5900,1332,
13,RIO CUARTO,179,LAS HIGUERAS,JARD INF JORGE A NEWBERY - ESPAÑA - B° SAN MARTIN 86 - ESPAÑA,4,5932,5935,1332,
13,RIO CUARTO,179,LAS HIGUERAS,I.P.E.A Y T.N°186- - CARLOS GARDEL Y CAPITAN CASTAGNARI,4,5936,5939,1331,
3,COLON,27,ASCOCHINGA,ESC ING ALBERTO R MASCIAS - PUBLICA S/N,4,3424,3427,1329,
18,SAN ALBERTO,261,BROCHERO,INST TRANSITO DE MARIA - IRINEO ALTAMIRANO 60,4,6903,6906,1328,
20,SAN JUSTO,308,SACANTA,INST MANUEL BELGRANO - BELGRANO 960,4,7490,7493,1328,
4,CRUZ DEL EJE,57,TUCLAME,ESC.PROV.J.J.CASTELLI - PUBLICA,4,4226,4229,1322,
6,GRAL SAN MARTIN,74,ARROYO CABRAL,ESC.PROV.D.V.SARSFIELD - RIVADAVIA 410,4,4330,4333,1317,
2,CALAMUCHITA,19,LOS CONDORES,COLEGIO SAGRADO CORAZON - AV DON BOSCO 101,4,3298,3301,1308,
20,SAN JUSTO,277,ALICIA,ESC JOSE MANUEL ESTRADA - ALICIA,4,7143,7146,1302,
12,PUNILLA,158B,ESTANCIA VIEJA,LOCAL COMUNAL - ESTANCIA VIEJA,4,5674,5677,1300,
19,SAN JAVIER,273,LUYABA,ESC.PROV.EMILIO F.OLMOS - PUBLICA,4,7116,7119,1298,
12,PUNILLA,147A,SAN ROQUE,ESC HOGAR ALBERTO MAGGI - CEFERINO NAMUNCURA 62,4,5230,5233,1293,
1,CAPITAL,14P,VILLA RIVERA INDARTE,IPEM N° 17 - LAGUNA LARGA ESQ.RINCON DE LUNA,4,3247,3250,1288,
13,RIO CUARTO,170,ELENA,ESC RICARDO GUTIERREZ - ELENA,4,5880,5883,1284,
19,SAN JAVIER,272,LOS HORNILLOS,ESC JOSE DE SAN MARTIN - GRAL SAN MARTIN S/N,4,7112,7115,1283,
23,TERCERO ARRIBA,346,PAMPAYASTA SUD,ESC.PROV. REYES CATOLICOS - RIVADAVIA 198,4,8123,8126,1274,
26,UNION,392,MORRISON,ESC PROV NIÑAS DE AYOHUMA - VICENTE LOPEZ Y PLANES S/N,4,8565,8568,1272,
1,CAPITAL,10D,CONGRESO,IPEM 183 PEDRO B.PALACIOS - REALICO 2407,4,1329,1332,1270,
1,CAPITAL,14Q,VILLA WARCALDE,INST. TEC. ISAAC NEWTON - MOLINO DE TORRES 6635,4,3251,3254,1266,
9,MARCOS JUAREZ,119,ALEJO LEDESMA,INSTITUTO SEC. V.SARSFIELD - LEANDRO N ALEM,4,4908,4911,1264,
1,CAPITAL,13E,LA DOROTEA,ESC REPUBLICA DE LA INDIA - CNO MONTE CRISTO KM 5,4,2617,2620,1263,
9,MARCOS JUAREZ,119,ALEJO LEDESMA,ESC.PROV.D.F.SARMIENTO - LEANDRO N ALEM,4,4914,4917,1261,
26,UNION,400,SAN MARCOS SUD,ESC PROV M BUCHARDO - SAN MARCOS SUD,4,8640,8643,1253,
6,GRAL SAN MARTIN,83,PASCO,ESC.PROV.D.F.SARMIENTO - PASCO,4,4369,4372,1248,
12,PUNILLA,156C,MAYU SUMAJ,EDIFICIO COMUNAL - MAYU SUMAJ,4,5609,5612,1244,
19,SAN JAVIER,276,YACANTO,ESC GENERAL SAN MARTIN - PUBLICA,4,7139,7142,1236,
13,RIO CUARTO,163,ALPA CORRAL,IPEM N° 119 NESTOR ZARAZAGA - PUBLICA S/N,4,5748,5751,1233,
20,SAN JUSTO,297,LAS VARAS,ESC PROV MARIANO MORENO - LAS VARAS,4,7354,7357,1222,
21,SANTA MARIA,316E,LOS CEDROS,ESC PROV CATALINA E DE BARON - ANICETO GRANADO S/N,4,7828,7831,1219,
20,SAN JUSTO,289,EL FORTIN,ESC PROV DOMINGO F SARMIENTO - MATEO OLIVERO 576,4,7296,7299,1206,
3,COLON,31,EL MANZANO,ESC.PROV.A.ARGENTINA - EL MANZANO SOBRE RUTA E 53,4,3593,3596,1191,
7,ISCHILIN,100,QUILINO VILLA,ESC.PROV.D.V.SARSFIELD - VELEZ SARSFIELD,4,4742,4745,1189,
24,TOTORAL,351,CAÑADA DE LUQUE,ESC.R.J.CARCANO - CAÑADA DE LUQUE,4,8271,8274,1188,
20,SAN JUSTO,300,MARINA,INST SEC MANUEL DORREGO - SARMIENTO 295,4,7404,7407,1183,
8,JUAREZ CELMAN,111,HUANCHILLA,ESC PROV DOMINGO F SARMIENTO - CARLOS ALBERTO MAYOL S/N,4,4838,4841,1176,
17,ROQUE SAENZ PEÑA,253,MELO,ESC.PROV.L.PASTEUR - PUBLICA,4,6865,6868,1150,
24,TOTORAL,355,SARMIENTO,ESC.PROV.S.MARTIN Y GOMEZ - PUBLICA,4,8286,8289,1145,
26,UNION,372,ALTO ALEGRE,ESC.PROV.DR.GARCIA GONZALEZ - JULIO A ROCA 115,4,8367,8370,1144,
2,CALAMUCHITA,22,RIO DE LOS SAUCES,ESC. PROV. D.F. SARMIENTO - SARMIENTO,4,3336,3339,1142,
21,SANTA MARIA,316H,VILLA LA BOLSA,ESCUELA ATAHULPA YUPANQUI - SARMIENTO S/N,4,7840,7843,1103,
8,JUAREZ CELMAN,108,CHARRAS,ESC TTE CNEL J DUATE ARDOY - SARMIENTO 182,4,4803,4806,1086,
14,RIO PRIMERO,198,CAPILLA DE REMEDIOS,ESC PROV MARTIN GUEMES - MARTIN GUEMES S/N,4,6344,6347,1075,
5,GENERAL ROCA,62,ITALO,ESC DR BENJAMIN DUPONT - LAVALLE S/N,4,4269,4272,1068,
9,MARCOS JUAREZ,124,CAVANAGH,ESC.SEC.TOMAS THOMAS - CORDOBA 138,4,4956,4959,1065,
13,RIO CUARTO,167,BULNES,ESC.FRAY M.ALVAREZ - SARMIENTO 187,4,5866,5869,1056,
25,TULUMBA,366,LUCIO V MANSILLA,ESC.MARIA L.ROBLEDO - PUBLICA,4,8349,8352,1055,
18,SAN ALBERTO,261A,SAN LORENZO,ESC PROV JUAN MARTIN RECALDE - PUBLICA S/N,4,6907,6910,1053,
3,COLON,28A,CALERA CENTRAL,JARDIN IBARSABAL - RONDEAU 814,3,3483,3485,1041,
21,SANTA MARIA,316F,VALLE DE ANIZACATE,IPET N°118 AZURDUY (CIRC 316A) - SALOMON PALACIOS S/N,3,7832,7834,1040,
1,CAPITAL,7E,MARQUES DE SOBREMONTE,J DE INF B.RIVADAVIA - NUFLO DE AGUILAR 541,3,817,819,1038,
1,CAPITAL,11G,PARQUE REPUBLICA,CURACA LINO ACEVEDO - PUBLICA ESQ DOCENTES ARGENTINOS,3,1964,1966,1038,
1,CAPITAL,12H,LOS CERVECEROS,J DE INF RAUL A.FERREYRA - B DE O HIGGINS 3500,3,2474,2476,1038,
3,COLON,28A,CALERA CENTRAL,MANUEL BELGRANO - LAS ANEMONAS 2231,3,3519,3521,1038,
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,INST PASCUAL BAILON SOSA - AV TRIGUEROS 151,3,7664,7666,1038,
3,COLON,31A,AGUA DE ORO,INST SECUNDARIO AGUA DE ORO - AV BELGRANO S/N,3,3601,3603,1036,
4,CRUZ DEL EJE,51,PASO VIEJO,I.P.E.A. N° 306 DR A SABATTINI - - ,3,4177,4179,1035,
13,RIO CUARTO,165,BANDA NORTE,CNMA 24-ANEXO PCIA STA CRUZ - EL SALVADOR 840,3,5844,5846,1035,
3,COLON,35A,MI GRANJA,JARDIN DE INF.CAP.CANDELARIA - VILLAFAÑE DEL VISO,3,3770,3772,1024,
6,GRAL SAN MARTIN,76,CHAZON,ESC PROV M R DE LA TORRE - DIESCISEIS 582,3,4337,4339,1024,
18,SAN ALBERTO,260,AMBUL,ESC.PROV.FRAY J.M.NOGAL - DOMINGO F SARMIENTO,3,6885,6887,1022,
6,GRAL SAN MARTIN,90,VILLA NUEVA,JAR.BME.MITRE - SAN MARTIN 355,3,4655,4657,1020,
12,PUNILLA,155A,LOS COCOS,ESC DRA CECILIA GRIERSON - LOS COCOS,3,5435,5437,1018,
20,SAN JUSTO,294,LA PAQUITA,ESC PROV MARIANO MORENO - ALTE BROWN 231,3,7337,7339,1018,
11,POCHO,144,CHANCANI,ESC PROV MARIANO MORENO - PUBLICA S/N,3,5195,5197,1015,
1,CAPITAL,14K,VILLA ALLENDE PARQUE,JARDIN MATERNAL TRAVESURAS - MULUCHES S/N,3,3157,3159,996,
21,SANTA MARIA,326A,YOCSINA,ESC PROV GABRIELA MISTRAL - MARCELO GARLOT,3,7922,7924,996,
8,JUAREZ CELMAN,105,BENGOLEA,ESC.SEÑOR DE LA BUENA MUERTE - BENGOLEA,3,4763,4765,993,
9,MARCOS JUAREZ,136,ROCA,ESC 9 DE JULIO - ALSINA   SUR 517,3,5166,5168,993,
9,MARCOS JUAREZ,134,MONTE BUEY,INST.SEC.GRAL J.M.PAZ - MONTE BUEY,3,5157,5159,990,
6,GRAL SAN MARTIN,75,AUSONIA,ESC.PROV.GRAL SAN MARTIN - 25 DE MAYO 551,3,4334,4336,977,
16,RIO SEGUNDO,238,MATORRALES,ESC.PROV.D.F.SARMIENTO - CORRIENTES 237,3,6593,6595,973,
5,GENERAL ROCA,60,DEL CAMPILLO,I.P.E.M. N° 219 - DEL CAMPILLO,3,4244,4246,957,
21,SANTA MARIA,316I,VILLA LOS AROMOS,ESC PROV DOMINGO F SARMIENTO - VILLA LOS AROMOS,3,7844,7846,956,
20,SAN JUSTO,290,EL TIO,ESC PROV JOSE MARIA PAZ - 15 DE OCTUBRE 588,3,7300,7302,951,
20,SAN JUSTO,290,EL TIO,IPEM N°166 CAP G DEL VALLE - EL TIO,3,7303,7305,950,
2,CALAMUCHITA,18,LA CRUZ,ESC PROV DOMINGO F SARMIENTO - SARMIENTO 376,3,3284,3286,948,
10,MINAS,138,CIENAGA DEL CORO,ESC PROV COMTE ROSENDO LEAL - CESAR MANUEL VERA S/N,3,5172,5174,946,
16,RIO SEGUNDO,237A,MANFREDI,ESCUELA N°57 - MANFREDI,3,6589,6591,941,
14,RIO PRIMERO,222,VILLA FONTANA,IPEM N°228-SAN ISIDRO LABRADOR - AV PEDRO J FONTANA 448,3,6473,6475,933,
4,CRUZ DEL EJE,46,GUANACO MUERTO,ESC PROV GRAL SAN MARTIN - PUBLICA S/N,3,4162,4164,932,
13,RIO CUARTO,182,LAS VERTIENTES,ESC CAP DE FRAGATA MOYANO - JULIANA GARCIA PUBLILL 560,3,5942,5944,931,
4,CRUZ DEL EJE,50,MEDIA NARANJA,ESCUELA M. GUEMES - MEDIA NARANJA,3,4171,4173,924,
18,SAN ALBERTO,263,NONO,IPEM 135-DON JOSE F RECALDE - LOS PORTEÑOS y CALLE PUBLICA,3,6943,6945,922,
26,UNION,395,PASCANAS,ESC MAESTRO J RECALDE - PASCANAS,3,8602,8604,921,
15,RIO SECO,225,GUTEMBERG,ESC GRAL SAN MARTIN - PUBLICA S/N,3,6480,6482,898,
18,SAN ALBERTO,265C,SAUCE ARRIBA,ESC.PROV.FRAY L.BELTRAN - PUBLICA,3,6988,6990,865,
26,UNION,374,BALLESTEROS SUD,ESCUELA N°9 - BALLESTEROS SUD,3,8384,8386,854,
21,SANTA MARIA,328B,VILLA CIUDAD DE AMERICA,ESC.PROV.J.V.GONZALEZ - RUTA N 5 KM 54,3,7944,7946,850,
19,SAN JAVIER,274,SAN JAVIER,ESC GENERAL SAN MARTIN - SAN JAVIER,3,7120,7122,841,
2,CALAMUCHITA,328A,LA CUMBRECITA,ESC BARTOLOME MITRE - PUBLICA S/N,3,3415,3417,834,
15,RIO SECO,223,CANDELARIA NORTE,ESC.PROV.C.SAAVEDRA - PUBLICA,3,6476,6478,825,
12,PUNILLA,155,SAN ESTEBAN,ESC INES MOYANO DE MOLINA - SAN ESTEBAN,3,5432,5434,805,
4,CRUZ DEL EJE,50A,LOS CHAÑARITOS,ESC DOMINGO F SARMIENTO - PUBLICA S/N,3,4174,4176,802,
13,RIO CUARTO,168,CHAJAN,ESC PROV GRAL J DE SAN MARTIN - BV CORDOBA S/N,3,5870,5872,801,
1,CAPITAL,8,LA FLORESTA NORTE,ESC   RABINDRANAT TAGORE - OCARINA 1613,3,897,899,784,
13,RIO CUARTO,174,LA CAUTIVA,ESC PROV JOSE DE SAN MARTIN - SAN MARTIN S/N,3,5902,5904,782,
18,SAN ALBERTO,263E,LAS RABONAS,ESC.PROV.M.BELGRANO - RUTA NAC 14,3,6953,6955,779,
12,PUNILLA,149,CASA GRANDE,ESC GRAL JOSE DE SAN MARTIN - RUTA NACIONAL N°38,3,5272,5274,763,
9,MARCOS JUAREZ,137,SAIRA,INSTITUTO MANUEL BELGRANO - SAIRA,3,5169,5171,762,
8,JUAREZ CELMAN,113,LOS CISNES,ESC DOMINGO F SARMIENTO - SRITA BERNARDINA BAIGORRI 229,3,4875,4877,760,
4,CRUZ DEL EJE,44A,LAS PLAYAS,ESC.PROV.PCIA.DE LA RIOJA - RUTA 75,3,4154,4156,754,
15,RIO SECO,227,RAYO CORTADO,ESC.PROV.CNEL.F.DE BEDOYA - RAYO CORTADO,3,6488,6490,743,
24,TOTORAL,351A,LA PAMPA,ESC PROV BERNARDINO RIVADAVIA - PUBLICA S/N,3,8275,8277,729,
4,CRUZ DEL EJE,42,BAÑADO DE SOTO,ESCUELA PROV.M. MORENO - PUBLICA S/N,3,4071,4073,722,
13,RIO CUARTO,184A,MONTE DE LOS GAUCHOS,ESC.PROV.M.BELGRANO - SARMIENTO,3,5997,5999,717,
18,SAN ALBERTO,263C,ARROYO DE LOS PATOS,ESC J V LOPEZ(EX-NAC N°493) - RUTA N°14 Y ESMERALDA,3,6948,6950,713,
20,SAN JUSTO,313,SEEBER,ESCUELA N°149(HOY:JOSE SEEBER) - SEEBER,3,7669,7671,706,
12,PUNILLA,151,CHARBONIER,ESC P ALBARRACIN DE SARMIENTO - PUBLICA S/N,3,5333,5335,704,
1,CAPITAL,11G,PARQUE REPUBLICA,JARDIN TTE. AVILA - ALTO ALEGRE 1050,2,1956,1957,692,
3,COLON,41A,SALDAN,JARDIN NOGAL HISTORICO - 25 DE MAYO 109,2,4036,4037,692,
26,UNION,375,BELL VILLE,CENTRO POLIVALENTE DE ARTE - INTENDENTE MARTIN BARCIA 845,2,8476,8477,688,
20,SAN JUSTO,315,VIGNAUD,COL MARIA AUXILIADORA - ANA PASSADORE 611,2,7681,7682,685,
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,J DE INF MAURO FERNANDEZ - GONZALEZ ALBARRACIN Y R ARIAS RSR,2,2008,2009,682,
1,CAPITAL,10E,ESTACION FLORES,J DE INF CADETES FUERZA AEREA - LEOPOLDO CASAVEGA 2320,2,1352,1353,678,
1,CAPITAL,10B,CIUDADELA,J DE INF REPUBLICA DE SIRIA - VIRGILIO MOYANO 830,2,1299,1300,676,
9,MARCOS JUAREZ,130,LA ITALIANA,ESC.PROV.GRAL SAN MARTIN - ISLAS MALVINAS,2,5035,5036,674,
3,COLON,38,SALSIPUEDES,JARDIN LA RECONQUISTA - RIVADAVIA,2,3832,3833,672,
16,RIO SEGUNDO,230A,CALCHIN OESTE,ESC.PROV.M.BELGRANO - CALCHIN OESTE,2,6529,6530,668,
20,SAN JUSTO,307,QUEBRACHO HERRADO,ESC.PROV.AYACUCHO - SARMIENTO,2,7488,7489,658,
8,JUAREZ CELMAN,114,OLAETA,ESCUELA PROV.FRENCH Y BERUTTI - 25 DE MAYO 135,2,4878,4879,656,
25,TULUMBA,368,SAN JOSE DE LAS SALINAS,ESC.PROV.V.MERCANTE - ONCATIVO,2,8355,8356,654,
24,TOTORAL,358,SITON,ESC.PROV.24 DE SEPTIEMBRE - 8 DE DICIEMBRE S/N,2,8297,8298,653,
26,UNION,382,CHILIBROSTE,ESC PROV B QUINQUELA MARTIN - SANTA FE S/N,2,8510,8511,653,
21,SANTA MARIA,330,SAN ISIDRO,ESC.PROV.M.MORENO - PUBLICA,2,7948,7949,650,
21,SANTA MARIA,318,RAFAEL GARCIA,ESC.PROV.FRENCH Y BERUTTI - SARMIENTO Y BERUTTI,2,7857,7858,648,
6,GRAL SAN MARTIN,86,SILVIO PELLICO,ESC.PROV.M.GUEMES - ANTONIO CONRERO 24,2,4374,4375,633,
9,MARCOS JUAREZ,119,ALEJO LEDESMA,ESCUELA N.AVELLANEDA - HIPOLITO YRIGOYEN,2,4912,4913,632,
2,CALAMUCHITA,18,LA CRUZ,INST DR D VELEZ SARSFIELD - SARMIENTO 236,2,3287,3288,631,
26,UNION,386,GOULD,ESC R VERA PEÑALOZA - GOULD,2,8521,8522,628,
23,TERCERO ARRIBA,343,LOS ZORROS,ESC VICENTE LOPEZ Y PLANES - SAN MARTIN 346,2,8086,8087,621,
21,SANTA MARIA,326C,SAN NICOLAS,JARDIN MARTIN M DE GUEMES - PUBLICA S/N,2,7936,7937,614,
7,ISCHILIN,94,CHUÑA,ESC PROV GRAL M GUEMES - PUBLICA S/N,2,4667,4668,601,
25,TULUMBA,369,SAN PEDRO NORTE,ESC MANUEL BELGRANO - 9 DE JULIO S/N,2,8357,8358,600,
6,GRAL SAN MARTIN,80,LUCA,ESC.PROV.J.V.GONZALEZ - 9 DE JULIO 350,2,4364,4365,587,
12,PUNILLA,158A,CABALANGO,ESC.PROV.D. FRENCH - CALLE 10,2,5672,5673,585,
17,ROQUE SAENZ PEÑA,258,VILLA ROSSI,ESCUELA N°105(JOSE RUBIROLA) - VILLA ROSSI,2,6882,6883,581,
7,ISCHILIN,96A,OLIVARES SAN NICOLAS,ESC.PROV.GUIDO SPANO - PUBLICA,2,4725,4726,579,
21,SANTA MARIA,330A,JOSE DE LA QUINTANA,ESCUELA DE MINERIA - JOSE DE LA QUINTANA,2,7950,7951,578,
6,GRAL SAN MARTIN,82,PALESTINA,ESC PROV CMTE L PIEDRABUENA - FELIPE LORENZATTI 875,2,4367,4368,568,
2,CALAMUCHITA,15A,VILLA AMANCAY,ESC.PROV.R.SAENZ PEÑA - CALLE 6,2,3256,3257,567,
13,RIO CUARTO,194,WASHINGTON,ESCUELA N°359 - WASHINGTON,3,6339,6340,563,
23,TERCERO ARRIBA,337A,CNIA ALMADA,ESC PROV JUAN B ALBERDI - SANTA ROSA 171,2,8017,8018,562,
13,RIO CUARTO,193,TOSQUITA,ESC.PROV.J.M.ESTRADA - AVELLANEDA 181,2,6337,6338,552,
20,SAN JUSTO,306,PROSPERIDAD,ESC PROV SANTIAGO DERQUI - JUAREZ CELMAN 357,2,7486,7487,548,
22,SOBREMONTE,332,POZO NUEVO,ESC.PROV.FCO.PASCACIO MORENO - POZO NUEVO,2,7966,7967,547,
17,ROQUE SAENZ PEÑA,255,ROSALES,ESC.PROV.P.B.PALACIOS - CORRIENTES,2,6870,6871,545,
18,SAN ALBERTO,263D,LAS CALLES,ESC.PROV.M.A DE CARRANZA PREGO - LAS CALLES,2,6951,6952,535,
26,UNION,390,MONTE LEÑA,ESC.PROV.D.F.SARMIENTO - CARDO 146,2,8544,8545,530,
4,CRUZ DEL EJE,48,LA HIGUERA,ESC PROV GRAL SAN MARTIN - RUTA PROVINCIAL N°15 S/N,2,4168,4169,509,
14,RIO PRIMERO,200,DIEGO DE ROJAS,ESC M.C.CALDECOT DE ARGUELLO - FIGUEROA ALCORTA S/N,2,6349,6350,508,
19,SAN JAVIER,274A,LA POBLACION,ESCUELA PROVINCIAL - PUBLICA S/N,2,7123,7124,503,
7,ISCHILIN,91,AVELLANEDA,ESC.PROV.FRAY M. ESQUIU - PUBLICA S/N,2,4658,4659,501,
11,POCHO,145,POCHO,ESC.PROV.D.FRENCH - PUBLICA,2,5200,5201,488,
21,SANTA MARIA,327,MONTE RALO,ESC.DELL'ARMELLINA - ITALIA,2,7938,7939,481,
12,PUNILLA,156B,CUESTA BLANCA,LOCAL COMUNAL - CUESTA BLANCA,2,5607,5608,477,
13,RIO CUARTO,192,SUCO,ESC R ESCALADA DE SAN MARTIN - SUCO,2,6335,6336,473,
21,SANTA MARIA,316D,LA SERRANITA,ESC GENERAL MANUEL BELGRANO - LA SERRANITA,2,7826,7827,471,
16,RIO SEGUNDO,242,RINCON,ESC PROV NICOLAS AVELLANEDA - RINCON,2,6687,6688,469,
13,RIO CUARTO,178A,LAS ALBAHACAS,ESC.C.G. DE REZZANO - CALLE 11,2,5916,5917,463,
15,RIO SECO,227A,RINCONADA,ESC PROV GUILLERMO BROWN - PUBLICA S/N,2,6491,6492,463,
1,CAPITAL,13L,VILLA GRAN PARQUE,ESC JORGE WASHINGTON ABALOS - CNO J MARIA KM 8 1/2,2,2867,2868,461,
25,TULUMBA,367,ROSARIO DEL SALADILLO,ESC.PROV.D.F.SARMIENTO - JAVIER GARCIA,2,8353,8354,451,
15,RIO SECO,226,LOS HOYOS,ESC PRO MARTIN GUEMES - PUBLICA S/N,2,6484,6485,447,
22,SOBREMONTE,333,CAMINIAGA,ESC V LOPEZ Y PLANES - CAMINIAGA,2,7968,7969,442,
1,CAPITAL,13M,CAMINO A COLONIA TIROLESA,ESC OLEGARIO V ANDRADE - CNO SGO DEL ESTERO KM 7 1/2,2,2869,2870,431,
13,RIO CUARTO,169,CHUCUL,ESC SUBTTE RODOLFO H BERDINA - AV SAN MARTIN S/N,2,5873,5874,431,
19,SAN JAVIER,267,CONLARA,ESC PROV NARCISO LAPRIDA - PUBLICA S/N,2,6997,6998,430,
23,TERCERO ARRIBA,345,PAMPAYASTA NORTE,ESC PROV ANTARTIDA ARGENTINA - PAMPAYASTA NORTE,2,8121,8122,424,
26,UNION,376,BISMARCK,ESC PROV B ERNARDINO RIVADAVIA - RIVADAVIA 360,2,8478,8479,420,
10,MINAS,138C,ESTANCIA DE GUADALUPE,ESC PROV NIÑAS DE AYOHUMA - PUBLICA S/N,2,5177,5178,413,
15,RIO SECO,226A,PUESTO DE CASTRO,ESC.PROV.D.F.SARMIENTO - PUESTO DE CASTRO,2,6486,6487,405,
18,SAN ALBERTO,264,PANAHOLMA,ESC.P.PIZZURNO - PUBLICA,2,6956,6957,399,
19,SAN JAVIER,269A,QUEBRACHO LADEADO,ESC.PROV.J.M.ESTRADA - PUBLICA,2,7090,7091,398,
16,RIO SEGUNDO,231,CAPILLA DEL CARMEN,ESCUELA NARCISO LAPRIDA - GRAL JOSE DE SAN MARTIN S/N,2,6531,6532,391,
24,TOTORAL,350,CANDELARIA,ESC PROV GRAL ARENALES - CANDELARIA,2,8269,8270,390,
4,CRUZ DEL EJE,46B,ALTO DE LOS QUEBRACHOS,ESCUELA PROVINCIAL - ALTO DE LOS QUEBRACH,2,4165,4166,388,
3,COLON,31B,VILLA CERRO AZUL,LOCAL COMUNAL - VILLA CERRO AZUL,2,3604,3605,382,
7,ISCHILIN,92,CAÑADA DE RIO PINTO,ESC.PROV.H.VIEYTES - PUBLICA,2,4663,4664,376,
20,SAN JUSTO,279A,EL FUERTECITO,ESC PROV ALTE GUILLERMO BROWN - ALICIA ROSSI 441,2,7217,7218,375,
20,SAN JUSTO,299,LUXARDO,ESC CONSTANCIO LUXARDO - PUBLICA S/N,2,7402,7403,364,
14,RIO PRIMERO,203,PEDRO E.VIVAS,ESC.R.E.DE SAN MARTIN - KM. 658,2,6354,6355,363,
7,ISCHILIN,93,COPACABANA,ESC JUAN M DE PUEYRREDON - PUBLICA S/N,2,4665,4666,357,
15,RIO SECO,227B,CERRO COLORADO,ESC PROV LUCIANO ARGUELLO - CERRO COLORADO,2,6493,6494,351,
15,RIO SECO,227D,SANTA ELENA,ESC PROV ING FEDERICO NEHHER - PUBLICA S/N,2,6496,6497,350,
3,COLON,36,LA PUERTA,ESC PROV SARGENTO CABRAL - PUBLICA S/N,2,3773,3774,349,
1,CAPITAL,13G,PARQUE LICEO,JARDIN EVA DUARTE - BARTOLOME HIDALGO 1140,1,2698,2698,345,
14,RIO PRIMERO,197,LA POSTA,ESC PROV JOAQUIN V GONZALEZ - JOAQUIN V GONZALEZ S/N,1,6343,6343,345,
23,TERCERO ARRIBA,349A,GENERAL FOTHERINGHAM,ESC PROV GRAL BATOLOME MITRE - SAN JUAN ESQ BELGRANO,1,8268,8268,340,
21,SANTA MARIA,316A,ANIZACATE,JARDIN VICENTE LOPEZ Y PLANES - RUTA E 56,1,7823,7823,339,
22,SOBREMONTE,334,CHUÑAHUASI,ESC PROV MARIANO MORENO - PUBLICA S/N,1,7970,7970,337,
1,CAPITAL,12E,FERREYRA,J DE INF LIBERTADOR SAN MARTIN - SGO MORALES S/N,1,2357,2357,335,
24,TOTORAL,356,SIMBOLAR,ESC.PROV.F.AMEGHINO - PUBLICA,1,8290,8290,330,
14,RIO PRIMERO,202,ESQUINA,ESC PROV JOSE MANUEL ESTRADA - MALVINAS ARGENTINAS S/N,1,6353,6353,327,
21,SANTA MARIA,317,BAJO CHICO,ESC PROV B DE MONTEAGUDO - CALLE PUBLICA P/ANIZACATE,1,7856,7856,324,
13,RIO CUARTO,191A,MALENA,ESC.PROV.R.E.DE SAN MARTIN - REMEDIOS ESCALADA DE SAN MARTIN,1,6334,6334,318,
9,MARCOS JUAREZ,135,CAP.B.O HIGGINS,ESC.PROV.GRAL SAN MARTIN - AV ITALIA 448,1,5160,5160,317,
14,RIO PRIMERO,208,COMECHINGONES,ESCUELA N°111 - COMECHINGONES,1,6376,6376,310,
2,CALAMUCHITA,25B,LOS MOLINOS,ESC PROV JUAN LARREA - PUBLICA S/N,1,3375,3375,309,
7,ISCHILIN,91C,VILLA GUTIERREZ,ESC.PROV.M.MARTINEZ DE SUAREZ - PUBLICA,1,4662,4662,305,
11,POCHO,146A,TALA CAÑADA,ESC.PROV.M.BELGRANO - TALA CAÑADA,1,5209,5209,302,
10,MINAS,139,GUASAPAMPA,LOCAL COMUNAL - ,1,5180,5180,300,
5,GENERAL ROCA,71,VILLA SARMIENTO,ESC.PROV. D.F.SARMIENTO - PUBLICA,1,4310,4310,297,
1,CAPITAL,6A,BAJADA DE PIEDRA,ESC MUNICIPAL DR   A SOBRAL - PUBLICA S/N,1,580,580,294,
16,RIO SEGUNDO,244A,LOS CHAÑARITOS,ESC PROV ESTANISLAO DEL CAMPO - PUBLICA S/N,1,6751,6751,292,
20,SAN JUSTO,295A,TORO PUJIO,ESC.PROV.J.M.ESTRADA - PUBLICA,1,7346,7346,291,
